aX,aY,aZ,gX,gY,gZ
0.263,0.018,-1.332,86.792,6.287,2.441
0.227,0.025,-1.357,92.407,0.244,2.869
0.205,0.020,-1.387,97.900,-2.991,2.380
0.197,0.049,-1.400,104.004,-7.385,1.160
0.183,0.030,-1.399,107.849,-13.367,-1.770
0.189,0.000,-1.390,110.352,-21.240,-2.625
0.191,-0.010,-1.395,113.586,-29.175,-2.136
0.185,-0.021,-1.403,119.568,-33.508,-1.282
0.182,-0.015,-1.405,130.920,-34.119,-2.075
0.192,-0.014,-1.381,143.799,-33.813,-4.456
0.208,-0.001,-1.351,153.564,-34.729,-7.141
0.223,0.012,-1.307,160.583,-38.696,-8.362
0.241,0.032,-1.260,164.368,-45.410,-7.874
0.254,0.044,-1.219,166.626,-53.223,-6.714
0.262,0.082,-1.189,167.908,-58.960,-4.578
0.260,0.126,-1.158,171.387,-61.523,-2.991
0.262,0.161,-1.118,176.331,-61.096,-2.441
0.266,0.196,-1.084,181.641,-59.998,-2.563
0.269,0.225,-1.053,186.157,-60.181,-3.052
0.266,0.244,-1.033,189.514,-60.608,-3.845
0.277,0.277,-1.008,193.176,-62.378,-5.249
0.289,0.306,-0.962,196.533,-67.932,-6.653
0.297,0.313,-0.912,196.533,-74.829,-7.507
0.298,0.333,-0.871,195.374,-81.360,-7.446
0.301,0.342,-0.840,194.824,-87.036,-7.812

-0.614,-0.872,2.536,234.253,-164.673,-23.193
-0.887,-1.042,3.095,198.181,-161.804,-33.936
-1.023,-1.239,3.718,152.161,-144.043,-49.561
-0.961,-1.297,4.000,101.563,-112.549,-65.918
-0.679,-1.128,4.000,40.527,-70.251,-70.068
-0.394,-0.949,3.591,-27.222,-22.583,-55.725
-0.286,-0.858,2.767,-85.327,22.766,-27.649
-0.211,-0.676,2.033,-119.690,66.711,2.869
-0.149,-0.501,1.466,-129.944,107.849,28.687
-0.113,-0.322,1.118,-128.662,134.521,48.462
-0.079,-0.148,0.973,-124.023,143.738,59.814
-0.036,0.025,0.914,-124.939,136.047,59.143
-0.006,0.153,0.870,-135.254,116.577,50.049
0.028,0.237,0.823,-151.978,93.567,38.086
0.060,0.277,0.767,-168.579,74.097,26.733
0.098,0.307,0.706,-179.687,62.317,18.066
0.126,0.316,0.663,-182.922,58.960,13.000
0.146,0.325,0.624,-178.955,61.951,11.841
0.151,0.337,0.593,-169.800,68.115,13.000
0.152,0.344,0.564,-159.241,75.317,13.733
0.162,0.356,0.543,-149.719,80.444,12.817
0.176,0.373,0.539,-143.738,81.909,10.559
0.195,0.386,0.534,-141.907,80.322,7.446
0.217,0.402,0.532,-144.104,76.721,4.211
0.240,0.413,0.522,-148.376,72.510,1.343
0.264,0.425,0.503,-154.053,69.641,-0.549
0.281,0.433,0.479,-159.058,69.519,-1.526
0.296,0.442,0.449,-161.621,72.083,-1.221
0.314,0.453,0.413,-161.560,76.843,-0.610
0.324,0.468,0.371,-161.255,82.764,-0.183
0.330,0.473,0.333,-159.851,88.928,0.000
0.332,0.483,0.299,-156.555,93.994,-0.732
0.341,0.498,0.259,-151.978,95.764,-3.052
0.353,0.510,0.230,-148.560,94.971,-6.592
0.361,0.515,0.210,-145.935,93.750,-11.597
0.382,0.515,0.191,-143.799,92.285,-16.174
0.415,0.520,0.169,-142.883,90.332,-19.714
0.445,0.523,0.147,-142.578,90.149,-20.752
0.470,0.513,0.146,-142.944,91.919,-19.104
0.482,0.524,0.160,-145.142,93.262,-14.648
0.485,0.528,0.141,-150.208,92.529,-9.155
0.472,0.521,0.111,-157.837,90.698,-3.906
0.466,0.517,0.082,-164.673,88.806,-0.244
0.458,0.511,0.046,-169.861,87.708,2.380
0.444,0.502,0.015,-172.791,87.463,4.639
0.432,0.508,-0.029,-173.523,89.355,6.226
0.420,0.500,-0.078,-171.326,93.323,6.714
0.402,0.499,-0.123,-166.504,101.685,7.202
0.382,0.505,-0.150,-161.133,112.854,8.850
0.348,0.504,-0.157,-158.630,119.324,9.949
0.326,0.502,-0.164,-159.668,117.798,9.155
0.312,0.482,-0.153,-164.673,107.849,5.859
0.315,0.472,-0.150,-171.692,91.553,0.671
0.330,0.442,-0.163,-182.007,73.547,-3.479
0.340,0.413,-0.189,-190.979,61.035,-6.653
0.350,0.364,-0.229,-195.129,61.096,-7.996
0.350,0.328,-0.279,-193.970,75.317,-5.859
0.327,0.304,-0.332,-189.270,99.854,-0.549
0.300,0.296,-0.363,-185.425,124.634,7.202
0.262,0.292,-0.402,-187.134,136.047,13.611
0.239,0.295,-0.418,-194.580,130.371,14.282
0.256,0.270,-0.493,-205.383,111.328,9.705
0.277,0.248,-0.510,-217.102,86.487,2.869
0.292,0.235,-0.548,-225.342,65.186,-3.418
0.321,0.193,-0.572,-230.225,54.993,-8.057
0.302,0.152,-0.612,-229.187,60.486,-10.803
0.294,0.103,-0.650,-224.365,80.566,-10.132
0.273,0.072,-0.692,-219.299,104.919,-6.470
0.272,0.058,-0.747,-218.628,118.774,-3.052
0.248,-0.010,-0.806,-224.365,116.089,-0.793
0.299,-0.085,-0.924,-237.183,107.483,6.409
0.261,-0.129,-1.014,-244.202,89.233,9.338
0.281,-0.173,-1.155,-254.456,77.454,13.855
0.264,-0.219,-1.269,-261.414,71.899,14.954
0.272,-0.262,-1.414,-256.348,70.190,11.963
0.266,-0.294,-1.504,-248.962,71.106,9.094
0.254,-0.361,-1.627,-237.549,67.932,6.226
0.258,-0.374,-1.775,-225.037,64.697,6.104
0.257,-0.379,-1.935,-209.167,58.044,4.395
0.291,-0.352,-2.064,-190.063,48.462,0.977
0.303,-0.339,-2.155,-168.396,37.231,-2.625
0.320,-0.336,-2.217,-143.066,27.161,-5.310
0.355,-0.311,-2.252,-116.150,20.813,-7.568
0.386,-0.282,-2.244,-89.600,15.808,-8.911
0.410,-0.263,-2.194,-63.904,11.230,-8.850
0.412,-0.238,-2.133,-39.795,8.667,-6.958
0.401,-0.216,-2.030,-17.578,8.850,-5.188
0.397,-0.201,-1.941,0.244,9.949,-4.761
0.403,-0.183,-1.865,14.587,13.306,-3.845
0.396,-0.147,-1.796,29.785,17.822,-2.258
0.396,-0.106,-1.748,43.579,23.987,0.549
0.388,-0.067,-1.707,57.007,27.832,2.502
0.380,-0.028,-1.673,68.420,28.809,3.540
0.370,-0.007,-1.645,77.759,27.222,3.723
0.358,0.001,-1.626,85.510,24.841,3.906
0.350,0.018,-1.610,92.957,20.935,3.662
0.342,0.013,-1.598,99.854,14.526,2.991
0.333,0.008,-1.590,107.056,6.653,2.686
0.313,-0.010,-1.593,115.234,0.244,2.686
0.290,-0.019,-1.596,122.925,-2.319,2.808
0.261,-0.016,-1.581,132.324,-2.319,3.113
0.240,-0.010,-1.572,142.395,-3.357,2.441
0.217,-0.002,-1.568,151.672,-7.629,0.793
0.196,-0.000,-1.551,159.912,-14.038,-0.793
0.180,0.005,-1.521,168.213,-21.423,-2.563
0.167,0.011,-1.475,176.208,-30.457,-3.906
0.162,0.033,-1.424,183.899,-41.199,-5.432
0.154,0.040,-1.378,189.331,-52.246,-6.958
0.144,0.054,-1.329,193.848,-60.852,-8.179
0.138,0.072,-1.277,199.158,-65.796,-8.667
0.128,0.066,-1.236,203.186,-68.115,-10.132
0.139,0.081,-1.195,207.397,-68.604,-12.695
0.147,0.105,-1.149,211.853,-70.129,-14.404
0.159,0.118,-1.096,215.942,-76.599,-16.418
0.169,0.125,-1.048,219.238,-85.571,-18.921
0.191,0.137,-0.986,221.619,-93.445,-21.240
0.197,0.148,-0.923,224.304,-101.624,-22.278
0.214,0.177,-0.850,226.013,-107.666,-21.790
0.212,0.195,-0.786,228.210,-110.596,-21.240

-0.465,-0.784,2.293,201.416,-126.587,-14.160
-0.684,-0.916,2.794,175.354,-121.155,-21.423
-0.795,-1.049,3.365,140.320,-111.145,-30.762
-0.822,-1.109,3.803,96.558,-93.506,-40.710
-0.662,-1.046,3.891,36.621,-63.171,-47.363
-0.396,-0.851,3.482,-23.560,-23.376,-44.373
-0.223,-0.773,2.780,-81.726,17.334,-25.146
-0.147,-0.632,2.160,-119.080,53.345,-0.305
-0.045,-0.471,1.584,-130.554,86.304,21.362
0.010,-0.317,1.240,-128.479,112.854,37.415
0.065,-0.129,1.005,-121.277,127.075,48.035
0.113,0.030,0.886,-118.652,128.296,53.406
0.131,0.162,0.807,-123.535,116.943,52.490
0.153,0.260,0.750,-133.057,97.839,45.776
0.170,0.313,0.701,-142.639,78.552,36.133
0.194,0.342,0.678,-148.193,63.904,27.161
0.205,0.350,0.673,-149.231,56.030,21.301
0.216,0.353,0.672,-146.606,54.810,18.188
0.217,0.342,0.671,-142.334,57.068,17.578
0.212,0.334,0.669,-137.817,61.279,18.860
0.204,0.329,0.664,-133.118,65.796,18.921
0.200,0.324,0.661,-129.822,69.580,17.517
0.207,0.329,0.650,-127.991,71.533,14.771
0.217,0.336,0.640,-128.479,71.533,11.169
0.233,0.341,0.628,-131.287,70.740,8.179
0.245,0.355,0.608,-134.949,70.129,5.798
0.257,0.363,0.592,-138.733,70.129,3.845
0.271,0.378,0.565,-140.930,71.106,2.014
0.284,0.393,0.544,-142.212,74.036,0.549
0.295,0.405,0.527,-143.188,77.942,-1.343
0.308,0.417,0.513,-144.775,81.055,-2.686
0.330,0.423,0.495,-147.278,83.069,-3.967
0.339,0.422,0.467,-149.292,84.778,-5.249
0.359,0.430,0.430,-148.682,86.731,-5.981
0.371,0.437,0.399,-147.400,88.928,-6.714
0.384,0.439,0.370,-146.851,91.431,-6.836
0.396,0.442,0.342,-146.729,93.811,-6.958
0.409,0.444,0.311,-146.851,96.008,-6.714
0.423,0.452,0.277,-146.851,97.961,-5.493
0.425,0.467,0.250,-147.339,99.121,-4.150
0.425,0.480,0.229,-148.560,97.900,-3.906
0.433,0.493,0.210,-150.085,95.520,-4.333
0.442,0.488,0.215,-152.710,93.872,-4.517
0.454,0.483,0.222,-155.334,93.933,-3.662
0.457,0.478,0.230,-158.508,96.252,-1.099
0.441,0.449,0.220,-161.438,98.328,2.563
0.424,0.452,0.190,-164.612,99.182,5.676
0.412,0.434,0.164,-171.753,100.708,8.789
0.389,0.422,0.126,-178.955,101.685,12.146
0.380,0.405,0.082,-184.204,104.187,14.832
0.358,0.391,0.040,-187.561,109.924,17.151
0.337,0.375,0.005,-189.453,116.455,19.165
0.314,0.377,-0.034,-191.833,120.667,20.386
0.280,0.344,-0.057,-197.693,121.826,20.386
0.266,0.336,-0.097,-205.261,117.310,18.799
0.262,0.319,-0.132,-214.478,107.361,15.686
0.256,0.271,-0.156,-222.900,96.252,11.536
0.266,0.256,-0.205,-226.868,88.928,7.080
0.271,0.199,-0.235,-230.652,91.003,4.028
0.263,0.172,-0.266,-233.704,102.844,5.737
0.233,0.137,-0.294,-238.098,116.821,9.949
0.210,0.108,-0.317,-245.483,123.657,13.611
0.187,0.087,-0.369,-254.150,120.361,13.428
0.178,0.055,-0.417,-263.855,110.840,9.766
0.183,0.026,-0.496,-271.973,102.417,3.906
0.176,-0.031,-0.554,-280.518,98.877,-1.770
0.172,-0.100,-0.614,-285.217,102.295,-4.578
0.158,-0.147,-0.726,-283.264,114.380,-6.104
0.178,-0.187,-0.776,-282.898,125.549,-5.554
0.167,-0.247,-0.891,-284.729,134.277,-1.953
0.126,-0.294,-1.006,-289.124,143.250,5.066
0.117,-0.352,-1.161,-296.021,148.804,10.742
0.009,-0.480,-1.229,-304.626,147.278,12.207
0.079,-0.513,-1.521,-320.618,149.597,16.663
0.038,-0.590,-1.658,-314.087,138.855,17.517
0.023,-0.592,-1.896,-305.237,120.056,12.146
0.081,-0.596,-2.076,-301.514,107.544,7.568
0.098,-0.611,-2.218,-287.903,89.966,-0.488
0.171,-0.605,-2.311,-264.709,69.519,-6.287
0.203,-0.756,-2.405,-233.093,47.974,-6.714
0.241,-0.741,-2.500,-185.669,31.372,0.977
0.268,-0.647,-2.641,-131.226,27.466,9.888
0.288,-0.596,-2.628,-86.243,31.250,10.864
0.302,-0.548,-2.576,-44.861,32.776,5.127
0.308,-0.498,-2.468,-8.301,30.212,-0.366
0.314,-0.445,-2.335,19.836,27.039,-1.282
0.292,-0.390,-2.195,42.847,23.437,-1.282
0.280,-0.312,-2.060,61.096,20.752,-0.244
0.271,-0.231,-1.935,73.975,18.311,0.000
0.283,-0.163,-1.838,81.726,15.930,-0.977
0.300,-0.122,-1.762,88.318,12.085,-2.563
0.329,-0.100,-1.703,94.788,7.263,-3.662
0.342,-0.093,-1.659,102.661,0.977,-5.005
0.351,-0.076,-1.615,110.168,-4.089,-4.944
0.340,-0.072,-1.591,115.356,-8.484,-4.395
0.324,-0.089,-1.560,117.859,-11.597,-3.662
0.303,-0.073,-1.530,123.291,-14.648,-3.113
0.283,-0.057,-1.492,129.639,-18.494,-2.930
0.263,-0.078,-1.464,132.629,-23.132,-2.502
0.246,-0.097,-1.451,133.545,-27.588,-1.221
0.226,-0.085,-1.450,135.071,-31.799,1.282
0.203,-0.080,-1.433,138.428,-36.926,3.357
0.176,-0.083,-1.420,142.334,-43.396,3.784
0.161,-0.080,-1.403,148.376,-51.453,3.418
0.138,-0.100,-1.386,155.640,-60.364,2.441
0.117,-0.100,-1.366,163.635,-67.810,1.465
0.105,-0.078,-1.337,172.424,-74.341,-0.183
0.094,-0.078,-1.295,180.054,-81.055,-2.625
0.091,-0.074,-1.258,187.256,-86.060,-3.784
0.088,-0.063,-1.208,194.885,-89.294,-5.188
0.103,-0.054,-1.160,201.355,-94.177,-6.775
0.118,-0.042,-1.108,206.055,-99.854,-7.202
0.130,-0.021,-1.047,209.900,-105.591,-5.798
0.133,0.001,-0.994,211.914,-111.023,-4.822
0.149,0.013,-0.963,212.585,-114.929,-5.188
0.154,0.050,-0.923,214.722,-116.577,-5.249
0.178,0.090,-0.898,218.262,-119.446,-5.432
0.178,0.106,-0.844,222.168,-122.864,-6.104
0.192,0.144,-0.801,228.455,-127.136,-7.202

-0.486,-0.717,2.059,239.685,-133.972,-20.203
-0.704,-0.904,2.612,212.952,-141.663,-25.513
-0.944,-1.074,3.176,178.162,-148.621,-34.607
-1.115,-1.268,3.700,135.010,-140.320,-48.401
-0.985,-1.349,4.000,83.923,-102.417,-59.998
-0.692,-1.147,3.984,22.827,-43.030,-61.707
-0.362,-0.951,3.428,-43.213,6.592,-46.997
-0.234,-0.865,2.652,-101.013,47.546,-15.930
-0.182,-0.708,1.959,-130.127,82.275,12.817
-0.109,-0.534,1.419,-137.390,115.112,32.593
-0.041,-0.354,1.066,-135.742,139.099,46.509
0.020,-0.181,0.905,-128.540,149.231,55.542
0.066,-0.018,0.828,-124.268,141.418,58.655
0.083,0.113,0.789,-127.258,121.399,55.603
0.103,0.201,0.771,-137.085,99.731,47.302
0.123,0.236,0.743,-146.729,83.008,36.072
0.150,0.249,0.720,-151.672,72.327,26.917
0.167,0.262,0.698,-151.794,67.688,22.583
0.165,0.264,0.693,-149.170,68.359,21.362
0.161,0.266,0.671,-144.287,71.655,21.362
0.160,0.275,0.647,-138.428,75.928,21.057
0.166,0.280,0.630,-134.644,80.566,20.264
0.177,0.291,0.619,-133.057,83.679,18.372
0.195,0.304,0.610,-133.362,85.144,16.357
0.206,0.318,0.603,-135.742,85.999,14.587
0.227,0.336,0.593,-139.587,85.938,12.756
0.248,0.353,0.578,-144.836,85.510,10.986
0.266,0.380,0.555,-150.513,85.205,9.460
0.282,0.396,0.528,-156.311,85.327,7.324
0.300,0.403,0.506,-161.377,85.510,4.944
0.313,0.407,0.486,-164.551,85.327,2.075
0.333,0.417,0.447,-163.940,85.266,-0.793
0.355,0.421,0.425,-160.889,87.036,-3.296
0.376,0.430,0.409,-156.860,90.271,-5.005
0.388,0.429,0.403,-154.236,92.651,-6.348
0.404,0.428,0.401,-152.222,93.872,-7.385
0.430,0.432,0.393,-152.405,94.055,-7.568
0.447,0.433,0.378,-155.151,94.543,-6.104
0.462,0.432,0.354,-158.813,97.107,-3.662
0.479,0.428,0.331,-162.415,100.830,-0.549
0.479,0.427,0.303,-165.710,104.248,4.639
0.473,0.430,0.283,-168.579,106.812,10.193
0.464,0.433,0.258,-171.997,108.887,14.221
0.446,0.436,0.240,-176.636,110.107,16.846
0.438,0.435,0.225,-182.800,109.680,18.433
0.425,0.428,0.203,-190.125,107.788,19.409
0.414,0.414,0.175,-197.510,105.896,20.020
0.397,0.400,0.146,-203.003,105.835,20.996
0.380,0.384,0.107,-207.886,107.483,23.132
0.352,0.372,0.052,-213.257,108.337,25.024
0.323,0.360,-0.001,-218.201,107.910,26.062
0.307,0.354,-0.053,-223.022,105.713,25.269
0.296,0.339,-0.107,-226.562,101.196,22.766
0.285,0.315,-0.157,-229.858,98.083,20.203
0.276,0.285,-0.197,-231.934,99.670,18.005
0.265,0.271,-0.222,-233.887,104.248,17.700
0.247,0.262,-0.265,-236.572,109.802,18.494
0.258,0.245,-0.318,-240.051,114.502,18.677
0.222,0.197,-0.350,-241.211,112.061,13.306
0.220,0.168,-0.395,-246.277,108.887,11.597
0.230,0.135,-0.456,-253.235,103.394,12.085
0.225,0.096,-0.533,-259.155,98.145,12.451
0.218,0.032,-0.582,-264.465,98.999,13.062
0.212,0.002,-0.642,-266.602,104.248,13.611
0.199,-0.022,-0.691,-266.968,111.389,13.489
0.193,-0.063,-0.785,-267.029,119.202,12.756
0.197,-0.069,-0.837,-267.273,123.901,10.315
0.201,-0.092,-0.899,-268.250,122.009,7.446
0.200,-0.125,-0.967,-271.545,116.577,4.333
0.190,-0.141,-1.021,-276.245,109.497,1.099
0.224,-0.187,-1.063,-281.433,99.487,-0.977
0.161,-0.267,-1.075,-286.621,90.698,-2.136
0.162,-0.275,-1.249,-290.710,89.600,-1.648
0.176,-0.357,-1.257,-284.302,92.834,-1.465
0.105,-0.435,-1.309,-271.484,86.121,-3.601
0.122,-0.459,-1.442,-267.212,87.158,0.244
0.141,-0.475,-1.520,-258.057,79.163,0.916
0.178,-0.507,-1.639,-244.446,62.683,-3.479
0.211,-0.568,-1.705,-219.971,43.579,-7.385
0.230,-0.587,-1.838,-192.505,29.480,-9.216
0.268,-0.582,-1.910,-170.410,22.461,-7.874
0.273,-0.586,-2.010,-148.926,15.747,-8.118
0.281,-0.560,-2.074,-126.465,13.550,-8.728
0.274,-0.540,-2.111,-101.868,14.832,-10.498
0.289,-0.519,-2.127,-77.637,19.470,-13.855
0.317,-0.507,-2.109,-55.359,23.926,-16.907
0.364,-0.495,-2.086,-37.903,25.940,-17.273
0.387,-0.478,-2.046,-22.827,22.705,-15.259
0.395,-0.459,-2.017,-7.629,17.578,-12.390
0.413,-0.413,-2.010,9.644,14.404,-8.484
0.397,-0.385,-1.994,28.320,15.259,-5.798
0.374,-0.347,-1.975,46.509,19.714,-3.662
0.348,-0.294,-1.943,62.378,24.536,-2.930
0.330,-0.249,-1.904,74.524,26.550,-2.380
0.324,-0.239,-1.862,83.557,23.315,-2.075
0.317,-0.237,-1.830,90.454,16.357,-1.770
0.305,-0.229,-1.811,98.877,8.911,-1.282
0.283,-0.238,-1.788,107.788,3.113,0.000
0.270,-0.230,-1.762,115.906,-0.977,0.610
0.253,-0.220,-1.737,125.732,-5.737,0.854
0.233,-0.222,-1.705,137.024,-11.902,0.671
0.218,-0.211,-1.670,148.315,-18.799,-0.122
0.196,-0.219,-1.628,158.447,-26.062,-1.404
0.180,-0.220,-1.591,167.114,-31.982,-2.014
0.156,-0.225,-1.546,174.744,-35.217,-1.709
0.138,-0.205,-1.504,182.190,-38.208,-1.892
0.118,-0.192,-1.461,189.758,-45.044,-2.991
0.110,-0.204,-1.417,195.679,-55.176,-4.517
0.110,-0.191,-1.369,201.355,-65.247,-5.676
0.111,-0.170,-1.312,207.825,-74.646,-5.798
0.095,-0.190,-1.266,211.731,-84.290,-5.859
0.093,-0.170,-1.222,215.393,-91.431,-6.592
0.101,-0.140,-1.169,221.741,-96.619,-7.629
0.093,-0.137,-1.109,226.807,-103.210,-8.911
0.101,-0.122,-1.051,230.713,-108.459,-10.681
0.119,-0.083,-0.993,236.023,-112.183,-12.634
0.122,-0.089,-0.929,238.831,-117.249,-14.221
0.130,-0.070,-0.887,240.295,-121.155,-15.442
0.151,-0.039,-0.845,244.141,-126.404,-16.113

-0.649,-0.857,2.097,247.070,-139.832,-4.822
-0.911,-1.083,2.641,225.708,-138.428,-18.066
-1.192,-1.297,3.331,190.369,-139.954,-34.485
-1.346,-1.512,3.998,139.038,-134.094,-49.927
-1.125,-1.455,4.000,82.275,-99.915,-66.345
-0.727,-1.146,4.000,24.536,-44.556,-78.125
-0.393,-1.029,3.642,-45.715,5.066,-70.496
-0.313,-0.905,2.734,-112.366,55.054,-37.048
-0.214,-0.765,1.860,-145.752,97.595,-1.831
-0.140,-0.620,1.271,-151.001,133.728,23.865
-0.081,-0.432,1.003,-139.343,156.616,39.856
-0.003,-0.227,0.872,-124.023,164.368,49.622
0.048,-0.068,0.837,-119.141,155.151,52.734
0.059,0.055,0.838,-126.770,134.094,48.706
0.093,0.150,0.849,-141.907,111.633,40.161
0.136,0.211,0.830,-158.569,96.069,29.724
0.173,0.226,0.793,-172.791,88.623,22.644
0.204,0.237,0.744,-183.044,86.853,20.874
0.221,0.239,0.689,-188.660,88.501,22.644
0.217,0.236,0.638,-189.880,92.346,25.391
0.210,0.233,0.597,-186.157,97.656,28.503
0.201,0.237,0.563,-178.955,102.295,30.029
0.201,0.245,0.542,-172.058,106.018,30.090
0.198,0.256,0.518,-165.955,107.910,28.564
0.202,0.274,0.500,-161.255,107.666,25.208
0.223,0.293,0.490,-160.583,106.140,20.264
0.240,0.303,0.481,-163.147,104.065,14.709
0.265,0.318,0.461,-166.687,101.746,10.315
0.293,0.327,0.442,-170.349,100.525,7.812
0.306,0.344,0.419,-174.744,100.769,6.165
0.318,0.350,0.400,-180.481,101.990,4.761
0.330,0.352,0.375,-186.768,102.661,3.357
0.345,0.350,0.342,-191.040,103.027,1.770
0.356,0.361,0.301,-191.772,103.394,0.122
0.371,0.369,0.268,-191.406,104.248,-1.648
0.380,0.361,0.239,-190.308,106.506,-2.808
0.387,0.359,0.197,-186.829,110.107,-2.930
0.399,0.374,0.171,-183.044,115.417,-1.892
0.408,0.383,0.154,-181.946,120.178,0.488
0.409,0.393,0.144,-184.204,123.474,3.418
0.400,0.393,0.128,-190.063,124.329,5.859
0.392,0.397,0.108,-198.608,122.131,7.141
0.392,0.401,0.075,-208.801,117.065,7.324
0.387,0.397,0.036,-219.666,111.267,5.981
0.396,0.394,-0.015,-230.164,108.704,3.906
0.387,0.357,-0.084,-239.380,110.901,3.601
0.388,0.345,-0.153,-242.249,116.272,5.615
0.380,0.336,-0.210,-240.540,124.084,8.850
0.349,0.302,-0.245,-236.816,131.775,11.230
0.338,0.305,-0.267,-232.483,134.338,11.719
0.335,0.292,-0.302,-231.995,129.089,9.949
0.330,0.263,-0.340,-236.206,119.690,8.545
0.331,0.254,-0.386,-242.798,109.863,7.935
0.320,0.200,-0.483,-249.390,105.347,6.287
0.298,0.174,-0.542,-250.854,113.586,4.272
0.276,0.152,-0.589,-249.329,130.859,2.869
0.257,0.134,-0.631,-250.732,146.545,1.831
0.247,0.119,-0.684,-255.981,153.442,0.488
0.240,0.069,-0.711,-264.709,149.109,-1.831
0.264,0.042,-0.741,-272.827,131.775,-4.150
0.299,0.005,-0.760,-281.494,107.117,-6.653
0.301,-0.038,-0.803,-289.307,84.961,-7.446
0.325,-0.095,-0.828,-294.189,68.481,-5.920
0.298,-0.154,-0.884,-293.213,63.232,-3.784
0.285,-0.221,-0.905,-287.537,73.608,-2.014
0.232,-0.282,-0.889,-278.259,93.506,0.183
0.222,-0.277,-1.038,-270.508,109.375,4.150
0.252,-0.378,-1.046,-265.564,119.690,7.874
0.202,-0.441,-1.063,-255.310,106.567,1.587
0.271,-0.457,-1.232,-254.211,92.163,4.761
0.298,-0.506,-1.328,-254.089,77.026,6.958
0.283,-0.534,-1.429,-249.084,66.650,5.676
0.264,-0.617,-1.538,-238.708,64.087,6.470
0.221,-0.656,-1.612,-218.628,60.852,4.150
0.193,-0.652,-1.733,-198.547,61.768,0.122
0.182,-0.627,-1.840,-181.458,63.843,-4.333
0.177,-0.651,-1.912,-169.250,65.186,-10.742
0.219,-0.685,-1.951,-157.959,61.768,-17.395
0.272,-0.692,-1.972,-144.775,51.025,-21.790
0.336,-0.716,-1.974,-130.798,37.720,-21.118
0.372,-0.743,-1.948,-110.474,22.156,-16.846
0.385,-0.729,-1.916,-83.862,9.277,-10.864
0.379,-0.708,-1.870,-57.983,1.831,-4.517
0.364,-0.667,-1.832,-31.799,-0.610,0.183
0.352,-0.593,-1.793,-5.798,1.221,3.113
0.343,-0.551,-1.716,15.076,6.348,2.563
0.321,-0.521,-1.661,37.415,9.460,2.197
0.335,-0.504,-1.638,53.650,10.254,2.563
0.333,-0.449,-1.610,51.331,19.165,-1.221
0.327,-0.404,-1.592,58.411,22.705,-2.441
0.315,-0.391,-1.582,67.078,22.278,-2.563
0.302,-0.376,-1.570,78.064,18.005,-2.808
0.287,-0.387,-1.566,88.806,12.207,-2.930
0.285,-0.365,-1.573,99.792,6.226,-2.869
0.264,-0.346,-1.554,112.122,-0.549,-3.113
0.263,-0.340,-1.547,125.671,-6.958,-2.991
0.238,-0.339,-1.526,136.902,-12.268,-3.357
0.221,-0.332,-1.491,145.264,-15.259,-2.930
0.205,-0.322,-1.458,153.442,-18.127,-2.136
0.196,-0.302,-1.428,162.354,-23.254,-2.197
0.175,-0.291,-1.398,168.152,-28.076,-2.686
0.164,-0.291,-1.376,169.861,-32.227,-2.441
0.154,-0.290,-1.353,171.570,-34.790,-1.831
0.141,-0.292,-1.342,175.171,-37.231,-2.014
0.126,-0.294,-1.330,180.176,-39.795,-2.991
0.130,-0.276,-1.297,187.805,-42.542,-3.845
0.134,-0.218,-1.266,196.350,-47.913,-5.798
0.141,-0.193,-1.211,200.745,-54.199,-6.897
0.143,-0.189,-1.167,202.881,-61.035,-7.385
0.154,-0.165,-1.128,204.224,-67.932,-7.019
0.157,-0.144,-1.095,207.458,-75.806,-7.324
0.186,-0.073,-1.079,213.623,-84.961,-6.897
0.189,-0.038,-1.056,216.553,-90.454,-6.287
0.196,-0.032,-0.999,216.797,-92.102,-5.737
0.209,0.002,-0.953,220.459,-94.727,-6.104
0.214,0.021,-0.915,224.182,-98.755,-7.080
0.229,0.038,-0.877,225.647,-99.731,-8.179
0.236,0.059,-0.846,228.333,-100.403,-8.850
0.275,0.123,-0.831,232.178,-102.234,-8.911

-0.464,-0.650,2.386,193.604,-134.583,-11.475
-0.661,-0.799,2.813,160.034,-126.526,-12.085
-0.800,-0.925,3.319,116.760,-106.934,-17.822
-0.780,-0.993,3.683,75.195,-76.172,-25.940
-0.584,-0.868,3.755,30.762,-35.950,-34.790
-0.360,-0.707,3.427,-24.048,-4.578,-39.734
-0.191,-0.639,2.759,-81.848,22.217,-26.306
-0.154,-0.539,2.170,-126.770,52.002,-4.150
-0.076,-0.417,1.640,-145.996,81.177,11.963
-0.012,-0.273,1.311,-147.339,104.858,23.010
0.021,-0.145,1.097,-141.479,117.798,30.823
0.058,-0.021,1.003,-135.559,119.141,35.461
0.080,0.113,0.949,-134.888,110.168,35.156
0.098,0.201,0.914,-141.968,97.656,31.677
0.113,0.256,0.881,-153.809,85.144,26.917
0.131,0.281,0.851,-165.710,74.707,21.484
0.144,0.298,0.816,-174.622,68.542,17.578
0.154,0.305,0.782,-179.199,67.383,15.808
0.161,0.300,0.743,-180.603,69.946,15.442
0.159,0.299,0.709,-179.138,75.012,15.564
0.153,0.297,0.663,-173.584,80.688,15.015
0.151,0.304,0.629,-166.382,85.388,13.062
0.159,0.313,0.591,-161.255,89.722,10.071
